0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
37.96,83.122,76.966,77.47,84.008,27.912,56.45,64.384,90.797,85.406,0.0,22.911,66.97,41.736,28.5,75.985,57.975,4.382,51.868,75.37,74.692,53.266,42.273,77.751,59.321,61.556,27.855,83.042,78.938,81.397,83.579,45.234,58.12,21.395,6.637,85.733,102.979,57.488,19.296,93.916,24.937,25.351,57.825,25.528,26.383,100.758,87.215,33.721,65.618,77.923,72.547,80.154,41.587,5.872,85.228,5.124,55.53,31.624,87.884,94.285,71.911,79.036,78.407,52.174,55.358,35.886,97.505,73.886,37.899,46.467,58.396,36.936,91.637,25.115,94.544,82.784,103.963,37.215,96.871,90.293,75.684,61.687,85.458,46.391,53.799,40.33,65.173,25.664,47.287,87.543,77.945,83.47,66.744,31.737,85.944,68.355,27.88,10.856,50.837,75.056
37.142,60.444,78.983,73.443,68.043,31.941,46.807,65.225,96.236,89.817,22.911,0.0,55.242,20.843,31.572,57.906,53.658,26.613,48.539,54.625,73.741,38.434,42.802,55.538,36.528,52.31,39.828,88.221,62.607,83.033,60.766,50.748,35.28,37.502,27.979,88.001,99.273,58.446,31.91,82.902,37.395,3.553,61.951,8.604,6.092,96.521,72.107,42.707,71.942,58.28,70.472,59.537,38.094,27.361,75.833,17.787,59.643,33.634,89.824,93.931,64.173,58.942,77.143,42.513,42.442,42.055,90.464,51.09,44.035,29.131,47.37,37.693,72.632,16.078,94.66,77.453,93.005,35.693,84.465,87.644,75.356,51.671,91.185,33.846,56.558,26.35,54.625,28.089,50.53,64.712,84.132,89.436,69.455,9.423,89.846,62.243,34.586,30.938,28.464,80.263
32.758,39.346,33.754,22.166,18.968,47.279,10.793,25.613,70.676,50.655,66.97,55.242,0.0,37.124,44.629,14.643,15.651,68.5,20.795,22.193,25.145,17.144,32.399,31.683,43.329,6.841,68.01,63.174,14.761,35.776,44.665,54.808,46.973,70.975,68.688,40.761,46.665,26.998,64.695,27.772,67.298,51.694,41.447,47.47,49.194,43.661,21.166,64.581,66.37,19.043,21.417,22.945,27.459,68.421,20.787,63.58,41.632,40.823,41.78,43.734,11.149,20.797,27.539,14.841,12.801,56.274,36.058,42.518,56.668,26.874,8.577,35.629,29.067,43.168,44.704,24.957,37.93,32.475,30.031,36.353,27.132,5.961,70.587,21.691,34.199,29.075,2.668,44.95,38.22,47.487,70.614,71.611,32.595,47.489,46.926,11.171,56.169,69.681,38.687,59.914
25.205,41.488,65.38,58.008,47.666,30.633,30.462,51.58,86.405,76.914,41.736,20.843,37.124,0.0,28.233,37.146,39.048,45.141,34.477,34.067,59.468,20.026,30.381,36.022,18.185,35.676,50.435,77.963,42.204,69.314,42.025,46.106,18.133,52.135,46.241,74.369,83.236,44.974,45.46,64.052,49.173,17.568,50.121,16.263,15.882,80.311,51.932,48.646,66.3,37.468,55.912,38.953,24.749,45.697,57.891,36.739,48.057,26.555,76.107,79.415,47.501,38.206,62.67,26.618,24.756,42.217,73.151,32.358,43.435,10.358,30.243,26.78,51.795,17.3,80.308,61.301,73.974,23.757,65.03,72.342,61.241,34.698,82.379,17.652,43.803,10.851,37.155,26.705,38.929,46.028,76.943,81.328,56.126,11.568,76.559,46.419,39.142,48.588,9.298,70.565
11.917,67.521,48.657,49.94,63.368,2.781,33.9,35.884,64.706,58.354,28.5,31.572,44.629,28.233,0.0,57.297,31.583,27.164,25.447,58.431,46.312,34.456,14.295,61.668,46.095,38.082,23.981,56.655,58.852,53.026,68.595,19.775,46.365,26.492,26.204,57.534,74.932,28.994,20.069,69.425,23.053,28.719,30.484,23.47,26.344,72.879,65.789,21.052,41.113,60.211,44.453,63.014,17.177,26.303,60.126,28.37,28.172,3.864,59.606,65.787,46.545,61.586,50.049,30.301,35.155,13.987,70.748,59.23,15.293,29.526,36.536,9.459,72.933,16.151,66.048,55.65,79.094,12.172,73.146,62.108,47.218,38.728,59.758,27.307,25.55,22.934,42.204,3.492,19.211,72.668,52.987,58.121,38.584,28.097,58.498,42.255,12.004,25.739,37.108,48.708
45.752,28.079,47.262,32.664,12.023,60.067,23.895,40.251,85.28,64.748,75.985,57.906,14.643,37.146,57.297,0.0,29.814,78.628,34.446,11.06,37.756,23.036,45.851,21.021,35.352,20.835,81.23,77.814,7.184,48.299,33.882,68.402,39.032,83.769,79.343,53.001,55.222,41.327,77.192,32.131,80.339,54.518,55.663,52.102,52.535,52.179,16.809,78.015,80.574,5.053,34.185,9.092,40.351,78.912,28.356,71.561,55.714,53.636,53.447,53.287,22.238,6.787,39.054,27.155,22.149,69.741,43.789,33.273,70.172,29.756,21.123,48.769,15.741,50.876,54.435,34.121,40.979,45.238,31.451,45.491,39.773,19.798,85.229,30.21,48.226,35.664,17.162,57.067,51.879,36.115,85.149,86.234,47.231,48.714,60.481,24.492,69.257,81.145,33.573,74.505
20.198,49.618,26.518,20.023,34.541,33.773,9.344,13.444,57.267,40.383,57.975,53.658,15.651,39.048,31.583,29.814,0.0,58.004,6.18,34.311,20.423,19.844,17.755,41.907,47.28,8.979,53.057,49.281,30.395,30.293,53.916,39.215,50.752,56.646,57.484,35.37,45.981,11.552,50.975,38.116,52.648,50.327,25.859,45.085,47.687,43.435,36.446,49.272,50.784,33.577,16.919,37.09,16.583,57.45,28.667,56.062,25.989,27.761,37.07,40.462,15.152,35.208,23.666,12.486,15.274,40.949,39.552,49.317,41.232,28.86,10.926,22.125,44.7,38.299,41.303,24.875,47.599,20.768,42.163,34.016,22.194,10.056,56.31,21.398,18.548,28.325,12.983,33.058,22.628,57.371,55.53,57.003,19.704,47.693,38.533,10.672,41.665,57.321,42.009,45.112
37.806,86.609,74.737,76.985,86.157,26.004,57.798,62.725,87.347,82.239,4.382,26.613,68.5,45.141,27.164,78.628,58.004,0.0,51.829,78.511,73.405,55.686,41.388,81.156,62.829,62.677,24.241,79.602,81.214,79.243,87.086,41.881,61.645,17.467,2.417,83.339,102.096,55.934,15.804,94.892,21.336,28.91,54.956,29.008,29.896,100.031,89.156,30.243,62.155,80.845,71.617,83.247,42.063,1.698,85.939,9.024,52.69,30.673,85.575,92.59,72.454,82.036,77.153,53.661,57.388,32.537,97.509,77.392,34.526,49.419,59.978,36.24,94.347,28.043,92.714,82.551,104.828,37.351,98.13,89.264,74.198,62.973,82.002,48.629,51.642,43.018,66.492,24.992,45.045,91.051,74.473,80.004,64.394,35.252,82.99,68.578,24.644,6.676,54.32,71.622
14.024,50.625,30.903,25.812,39.753,27.702,10.671,17.109,56.92,43.117,51.868,48.539,20.795,34.477,25.447,34.446,6.18,51.829,0.0,37.16,25.208,17.046,11.859,43.232,43.707,13.954,47.441,48.558,35.549,34.842,54.108,34.017,46.915,50.819,51.305,39.895,51.693,10.981,44.996,44.084,46.913,45.277,22.263,39.938,42.644,49.244,41.755,43.839,46.638,37.739,21.984,40.915,10.754,51.27,34.708,50.089,21.797,21.612,41.637,45.391,21.137,39.247,28.608,9.514,14.212,35.519,45.704,48.02,35.885,24.437,13.41,15.99,49.848,32.862,46.137,30.922,53.666,14.655,47.998,39.469,26.871,14.861,54.901,16.926,14.398,23.687,18.143,26.878,17.444,57.866,52.781,55.085,21.989,42.906,42.239,16.829,35.856,51.186,37.774,43.132
47.024,17.355,55.944,43.134,22.748,61.212,26.583,46.549,91.438,72.589,75.37,54.625,22.193,34.067,58.431,11.06,34.311,78.511,37.16,0.0,47.175,24.001,47.419,10.005,25.49,25.913,82.411,83.557,18.227,57.825,22.991,70.148,29.048,84.816,79.47,62.733,66.28,45.668,78.161,43.107,81.478,51.521,59.266,50.211,49.945,63.237,27.492,79.261,83.794,6.419,43.471,4.917,41.673,78.967,39.415,70.538,58.946,54.814,63.519,64.187,32.256,5.327,49.127,28.863,23.703,71.043,54.843,22.218,71.532,29.159,24.001,50.049,19.5,50.469,65.29,45.071,51.687,46.465,42.169,56.476,49.181,24.662,90.62,31.125,51.494,35.771,23.951,58.077,54.066,25.498,89.546,91.266,53.406,45.202,69.099,33.282,70.432,81.632,27.088,79.338
37.487,64.448,10.359,9.164,34.943,47.448,29.177,11.476,51.42,28.5,74.692,73.741,25.145,59.468,46.312,37.756,20.423,73.405,25.208,47.175,0.0,40.051,32.479,56.818,67.325,24.317,61.022,45.139,33.748,10.65,69.81,43.722,70.916,66.249,72.166,15.619,29.132,17.622,62.382,33.926,61.652,70.485,28.294,65.138,67.852,27.61,35.31,55.935,52.335,42.749,3.732,46.809,35.725,72.391,24.568,73.871,29.064,43.068,16.839,20.203,15.661,44.516,3.759,32.883,35.211,48.292,29.397,67.381,47.784,49.272,29.722,37.866,45.777,57.947,20.931,15.265,41.847,38.705,38.593,16.153,2.019,25.478,52.907,41.817,23.729,48.736,23.944,49.038,29.891,72.597,54.784,54.584,16.459,68.054,23.134,13.978,52.124,70.556,62.373,43.841
23.025,34.984,46.356,38.345,30.858,37.236,10.874,33.026,73.899,59.689,53.266,38.434,17.144,20.026,34.456,23.036,19.844,55.686,17.046,24.001,40.051,0.0,23.67,28.132,27.436,15.891,58.435,65.495,25.693,50.042,37.77,46.358,30.928,60.877,56.339,55.136,63.32,27.914,54.257,44.521,57.507,34.881,38.409,31.117,32.471,60.368,34.399,55.264,61.45,25.76,36.463,28.559,17.709,55.924,37.931,49.137,37.424,30.83,56.775,59.901,27.578,27.13,43.213,7.666,4.858,47.042,53.129,31.044,47.54,9.73,10.4,26.051,38.776,28.321,60.828,41.426,54.592,22.465,46.054,52.64,41.848,14.821,71.622,7.184,30.577,13.144,17.145,34.136,31.013,41.683,68.84,71.598,38.567,30.394,58.286,26.741,46.455,58.109,22.329,59.721
5.667,58.448,36.262,35.646,51.363,16.155,21.978,22.719,56.106,47.092,42.273,42.802,32.399,30.381,14.295,45.851,17.755,41.388,11.859,47.419,32.479,23.67,0.0,51.778,43.651,25.587,35.65,47.635,47.09,40.421,60.687,22.734,45.812,38.96,40.499,45.274,60.772,15.805,33.223,55.866,35.066,39.71,19.743,34.268,37.121,58.652,53.467,32.192,38.707,48.878,30.3,51.789,6.59,40.586,46.42,41.419,17.689,10.726,47.17,52.359,32.899,50.29,36.169,18.714,23.788,23.898,56.508,52.615,24.322,23.393,24.744,5.393,61.374,26.724,52.797,41.374,65.337,7.13,59.844,48.028,33.625,26.441,52.367,17.793,13.782,19.844,29.787,16.614,8.751,64.715,47.758,51.592,26.653,37.702,47.059,28.355,23.997,39.836,35.891,40.424
50.765,7.779,65.249,53.083,32.606,64.443,33.254,54.827,99.124,81.383,77.751,55.538,31.683,36.022,61.668,21.021,41.907,81.156,43.232,10.005,56.818,28.132,51.778,0.0,20.51,34.282,85.594,91.026,28.145,67.456,13.04,74.393,23.233,87.906,82.239,72.424,76.204,52.758,81.242,52.979,84.61,52.757,65.483,52.235,51.523,73.161,37.305,82.644,89.363,16.283,53.093,12.737,45.664,81.701,49.351,72.719,64.859,58.174,73.326,74.191,42.146,14.836,58.967,34.164,29.091,74.609,64.75,12.422,75.21,32.197,31.063,53.77,27.052,53.252,75.291,55.074,61.375,50.087,51.905,66.476,58.81,33.001,97.797,34.658,57.596,38.846,33.14,61.217,59.071,15.84,96.013,98.187,61.491,46.301,78.297,42.852,73.656,84.561,27.084,86.218
39.777,23.972,73.789,65.45,47.363,48.622,38.224,60.395,99.057,86.816,59.321,36.528,43.329,18.185,46.095,35.352,47.28,62.829,43.707,25.49,67.325,27.436,43.651,20.51,0.0,43.051,68.607,90.547,42.441,77.418,24.259,62.769,3.686,70.153,63.957,82.519,89.879,54.667,63.489,67.32,67.309,33.979,62.512,33.826,32.938,86.844,52.154,66.775,81.784,31.64,63.701,29.651,37.189,63.407,63.094,54.216,60.837,43.777,84.107,87.035,54.474,30.818,70.413,34.923,32.162,60.0,78.619,14.568,61.078,20.349,37.603,42.117,44.787,35.288,87.975,68.283,76.324,38.543,66.8,79.682,69.15,41.928,95.801,27.307,55.306,24.675,43.948,44.805,52.377,28.222,91.401,95.181,65.671,27.584,85.67,53.879,57.3,66.351,8.991,83.791
26.168,42.061,31.551,22.455,25.803,40.67,5.519,20.658,65.555,47.112,61.556,52.31,6.841,35.676,38.082,20.835,8.979,62.677,13.954,25.913,24.317,15.891,25.587,34.282,43.051,0.0,61.224,57.754,21.597,34.609,46.828,47.967,46.669,64.289,62.682,39.711,47.573,20.512,58.109,32.366,60.555,48.812,34.831,44.102,46.219,44.672,27.889,57.753,59.749,24.644,20.664,28.23,21.006,62.473,24.014,58.584,34.919,34.244,41.146,44.024,11.921,26.297,27.362,9.916,11.034,49.443,38.157,43.366,49.83,25.33,5.491,28.945,35.901,38.772,44.955,25.629,42.449,26.01,35.456,36.751,26.18,1.282,64.95,18.533,27.45,25.992,4.2,38.621,31.38,50.036,64.441,65.766,27.493,45.261,44.318,10.855,49.433,63.398,38.204,53.927
35.485,91.322,57.423,68.014,86.953,21.199,57.48,49.554,63.162,59.537,27.855,39.828,68.01,50.435,23.981,81.23,53.057,24.241,47.441,82.411,61.022,58.435,35.65,85.594,68.607,61.224,0.0,55.504,82.599,62.042,92.16,19.625,68.097,7.168,21.883,64.669,89.856,44.235,8.739,90.95,2.919,39.596,35.476,37.078,39.042,88.59,89.112,6.332,37.964,84.186,61.09,86.994,40.889,22.553,81.385,29.631,33.703,27.606,67.243,76.983,68.112,85.564,64.624,54.1,59.082,12.734,89.409,82.603,13.427,53.401,60.218,32.485,96.813,33.59,76.45,74.278,100.027,35.993,95.175,76.995,60.777,62.049,57.81,51.287,37.319,46.756,65.422,24.382,31.58,96.207,50.275,55.808,47.241,43.575,61.39,63.297,11.98,17.846,59.721,47.591
52.812,98.65,35.116,54.26,79.345,56.328,57.796,37.564,8.511,18.233,83.042,88.221,63.174,77.963,56.655,77.814,49.281,79.602,48.558,83.557,45.139,65.495,47.635,91.026,90.547,57.754,55.504,0.0,76.559,38.317,102.515,37.835,93.126,62.633,77.275,36.678,68.192,38.298,63.804,78.716,58.357,85.344,28.073,79.999,82.882,68.408,80.31,49.391,17.934,82.107,47.385,85.86,53.689,77.93,69.601,84.172,29.955,54.834,39.176,52.052,58.842,83.824,47.592,58.071,62.6,47.169,73.434,96.536,45.15,70.256,59.981,51.629,90.1,72.476,50.292,60.097,86.365,54.283,83.401,57.706,43.617,58.971,7.769,63.319,35.321,67.468,60.722,60.132,39.035,106.173,10.512,9.589,30.586,84.001,24.988,54.444,55.192,73.29,83.324,7.99
47.142,35.019,43.857,27.15,5.463,61.585,25.126,39.307,83.623,61.861,78.938,62.607,14.761,42.204,58.852,7.184,30.395,81.214,35.549,18.227,33.748,25.693,47.09,28.145,42.441,21.597,82.599,76.559,0.0,43.852,40.884,69.564,46.126,85.336,81.744,48.196,48.059,41.63,78.875,24.952,81.79,59.13,56.103,56.163,56.973,45.017,9.981,79.28,80.996,11.866,30.506,15.535,41.747,81.371,21.212,74.822,56.346,55.122,48.17,46.628,18.235,13.355,34.049,28.553,23.923,70.988,36.616,40.445,71.404,33.705,22.382,50.118,14.307,54.008,47.866,27.458,33.899,46.704,24.394,38.658,35.707,20.688,84.168,32.597,48.937,38.785,17.423,58.827,52.977,42.935,84.798,85.429,46.162,53.682,56.874,22.123,70.672,83.251,39.976,73.951
45.983,75.095,4.634,17.367,44.209,53.492,39.197,17.808,43.972,20.347,81.397,83.033,35.776,69.314,53.026,48.299,30.293,79.243,34.842,57.825,10.65,50.042,40.421,67.456,77.418,34.609,62.042,38.317,43.852,0.0,80.438,42.887,80.964,68.262,77.554,5.107,30.634,24.633,65.952,40.459,63.473,79.875,26.631,74.453,77.264,30.451,43.767,56.19,46.328,53.315,14.365,57.374,44.987,77.948,31.776,81.356,28.342,50.312,6.798,15.326,26.088,55.075,10.143,42.779,45.257,49.842,35.144,77.858,48.676,59.143,39.876,45.707,54.933,67.003,14.463,22.035,48.062,47.389,45.147,19.434,8.648,35.805,46.044,51.672,27.621,58.529,34.499,56.251,34.199,83.244,48.377,47.901,15.054,77.713,13.937,24.605,55.735,75.007,72.3,37.487
58.85,5.89,78.092,66.112,45.227,71.316,44.869,67.124,110.76,93.899,83.579,60.766,44.665,42.025,68.595,33.882,53.916,87.086,54.108,22.991,69.81,37.77,60.687,13.04,24.259,46.828,92.16,102.515,40.884,80.438,0.0,82.753,25.514,94.138,88.208,85.424,88.886,64.256,87.462,65.581,91.038,58.236,76.082,58.078,57.196,85.846,49.904,89.642,99.084,29.037,66.082,25.379,54.265,87.66,62.087,78.475,75.182,65.428,86.357,87.143,55.185,27.53,72.004,44.685,39.939,82.001,77.383,9.694,82.771,39.237,42.99,61.748,39.023,59.325,88.263,67.996,73.876,57.996,64.455,79.374,71.796,45.55,109.005,42.975,68.203,45.687,46.027,67.856,68.569,4.083,106.581,109.164,73.617,51.843,91.063,55.835,80.413,90.576,32.783,97.226
23.908,80.884,38.319,51.864,73.754,18.899,44.507,32.552,45.676,40.537,45.234,50.748,54.808,46.106,19.775,68.402,39.215,41.881,34.017,70.148,43.722,46.358,22.734,74.393,62.769,47.967,19.625,37.835,69.564,42.887,82.753,0.0,63.831,26.467,39.619,45.159,71.813,28.419,26.274,76.087,21.734,48.171,16.288,43.096,45.943,70.855,75.658,13.456,21.358,71.509,44.597,74.471,28.731,40.242,66.535,46.342,14.893,19.651,47.771,58.055,53.788,72.943,47.112,41.376,46.487,9.351,72.938,74.08,7.36,43.881,47.278,21.075,83.865,35.911,57.348,58.175,84.633,24.827,80.598,59.203,43.043,48.877,40.491,39.884,20.945,38.189,52.151,23.01,16.589,86.821,33.398,38.692,28.504,47.872,41.941,48.836,17.364,35.864,54.038,29.845
41.5,25.597,77.271,69.09,51.04,48.756,41.77,63.767,101.634,90.023,58.12,35.28,46.973,18.133,46.365,39.032,50.752,61.645,46.915,29.048,70.916,30.928,45.812,23.233,3.686,46.669,68.097,93.126,46.126,80.964,25.514,63.831,0.0,69.318,62.796,86.06,93.535,57.827,62.684,71.006,66.685,32.77,65.053,32.699,31.75,90.502,55.831,66.664,83.406,35.255,67.304,33.101,39.499,62.239,66.764,53.012,63.264,44.487,87.677,90.674,58.117,34.373,74.03,38.323,35.717,60.346,82.291,15.931,61.544,22.924,41.201,43.613,48.241,34.565,91.611,71.928,80.006,40.182,70.481,83.325,72.731,45.553,98.153,30.219,58.039,26.26,47.589,44.784,54.563,29.434,93.417,97.401,68.904,26.394,89.034,57.51,57.12,65.248,9.974,86.175
38.237,93.494,63.629,72.618,89.813,23.751,60.313,54.787,70.254,66.653,21.395,37.502,70.975,52.135,26.492,83.769,56.646,17.467,50.819,84.816,66.249,60.877,38.96,87.906,70.153,64.289,7.168,62.633,85.336,68.262,94.138,26.467,69.318,0.0,15.057,71.184,95.289,49.039,6.677,94.74,4.801,38.353,41.896,37.017,38.499,93.858,92.137,13.457,45.053,86.636,65.932,89.41,43.606,15.771,85.229,24.03,39.977,30.217,73.71,82.993,71.792,87.997,69.922,56.783,61.639,18.426,94.018,84.489,19.687,55.726,62.991,35.351,99.42,34.869,82.582,78.803,104.04,38.633,98.795,82.35,66.218,65.032,64.893,53.712,42.553,49.076,68.464,26.744,36.421,98.154,57.353,62.886,53.308,43.565,68.376,67.103,14.981,10.874,61.418,54.737
